# omega0=1, alpha=0.25
# theta0=0.5, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
1.933287786824480e+01 4.426562012706794e-02 -1.165321219573920e-02
1.942407068837803e+01 4.303392455454148e-02 -1.532711391256632e-02
1.951526350851126e+01 4.147651875442614e-02 -1.879238790281771e-02
1.960645632864449e+01 3.961352915300510e-02 -2.202528093140443e-02
1.969764914877772e+01 3.746713814972361e-02 -2.500447750939193e-02
1.978884196891095e+01 3.506135615436202e-02 -2.771122013647887e-02
1.988003478904418e+01 3.242178371744351e-02 -3.012940625876206e-02
1.997122760917741e+01 2.957536589389652e-02 -3.224566160663283e-02
2.006242042931064e+01 2.655014100243883e-02 -3.404938975652231e-02
2.015361324944387e+01 2.337498594905801e-02 -3.553279794397672e-02
2.024480606957710e+01 2.007936027192506e-02 -3.669089934316280e-02
2.033599888971033e+01 1.669305103681750e-02 -3.752149221770955e-02
2.042719170984356e+01 1.324592066654119e-02 -3.802511653754698e-02
2.051838452997679e+01 9.767659725052022e-03 -3.820498884342172e-02
2.060957735011002e+01 6.287546597373916e-03 -3.806691632205609e-02
2.070077017024325e+01 2.834215910652326e-03 -3.761919122734208e-02
2.079196299037648e+01 -5.645625692755822e-04 -3.687246694342249e-02
2.088315581050971e+01 -3.882092956347459e-03 -3.583961713111034e-02
2.097434863064294e+01 -7.092948705768271e-03 -3.453557952728786e-02
2.106554145077617e+01 -1.017315319476942e-02 -3.297718607563700e-02
2.115673427090940e+01 -1.310034425609259e-02 -3.118298115478031e-02
2.124792709104263e+01 -1.585392166188087e-02 -2.917302973576672e-02
2.133911991117586e+01 -1.841517672488065e-02 -2.696871734456678e-02
2.143031273130909e+01 -2.076740335606861e-02 -2.459254372719361e-02
2.152150555144232e+01 -2.289599009106982e-02 -2.206791211613325e-02
2.161269837157555e+01 -2.478849277017999e-02 -1.941891597830385e-02
2.170389119170878e+01 -2.643468772674069e-02 -1.667012508847059e-02
2.179508401184201e+01 -2.782660550450315e-02 -1.384637271986242e-02
2.188627683197524e+01 -2.895854528509790e-02 -1.097254567772163e-02
2.197746965210847e+01 -2.982707036063648e-02 -8.073378823726635e-03
2.206866247224170e+01 -3.043098513282494e-02 -5.173255651624476e-03
2.215985529237493e+01 -3.077129425795458e-02 -2.296016378777101e-03
2.225104811250816e+01 -3.085114468609427e-02 5.352250837810963e-04
2.234224093264139e+01 -3.067575146221031e-02 3.298254027472034e-03
2.243343375277462e+01 -3.025230826636079e-02 5.971916564654006e-03
2.252462657290785e+01 -2.958988376920616e-02 8.536268940500618e-03
2.261581939304108e+01 -2.869930496756156e-02 1.097271362708695e-02
2.270701221317431e+01 -2.759302874234461e-02 1.326412140876431e-02
2.279820503330754e+01 -2.628500294782800e-02 1.539493879043410e-02
2.288939785344077e+01 -2.479051839639301e-02 1.735128018490588e-02
2.298059067357400e+01 -2.312605314682205e-02 1.912100446191509e-02
2.307178349370723e+01 -2.130911053641256e-02 2.069377556927630e-02
2.316297631384046e+01 -1.935805241772224e-02 2.206110706563007e-02
2.325416913397369e+01 -1.729192906949339e-02 2.321639053372108e-02
2.334536195410692e+01 -1.513030724823937e-02 2.415490797236404e-02
2.343655477424015e+01 -1.289309783217453e-02 2.487382839328020e-02
2.352774759437338e+01 -1.060038448278758e-02 2.537218897473094e-02
2.361894041450661e+01 -8.272254711659696e-03 2.565086124611576e-02
2.371013323463984e+01 -5.928634691492241e-03 2.571250289513196e-02
2.380132605477307e+01 -3.589129091233737e-03 2.556149590036752e-02
2.389251887490630e+01 -1.272867146304840e-03 2.520387179598607e-02
2.398371169503953e+01 1.001643903045974e-03 2.464722497020452e-02
2.407490451517276e+01 3.216656958413939e-03 2.390061498442252e-02
2.416609733530600e+01 5.355313841562888e-03 2.297445897416881e-02
2.425729015543923e+01 7.401763850749206e-03 2.188041525571499e-02
2.434848297557246e+01 9.341271346275354e-03 2.063125931273386e-02
2.443967579570569e+01 1.116031172542924e-02 1.924075337544721e-02
2.453086861583892e+01 1.284665525879170e-02 1.772351083025705e-02
2.462206143597215e+01 1.438943837348513e-02 1.609485671105439e-02
2.471325425610538e+01 1.577922208318111e-02 1.437068552462523e-02
2.480444707623861e+01 1.700803737851621e-02 1.256731765237684e-02
2.489563989637184e+01 1.806941750397111e-02 1.070135554968276e-02
2.498683271650507e+01 1.895841715730765e-02 8.789540933288060e-03
2.507802553663830e+01 1.967161875446266e-02 6.848614107289269e-03
2.516921835677153e+01 2.020712600558157e-02 4.895176530095779e-03
2.526041117690476e+01 2.056454514593258e-02 2.945557669377871e-03
2.535160399703799e+01 2.074495425814712e-02 1.015687130167808e-03
2.544279681717122e+01 2.075086120903661e-02 -8.790270261859294e-04
2.553398963730445e+01 2.058615080465856e-02 -2.723812926855923e-03
2.562518245743768e+01 2.025602184093509e-02 -4.504641727345929e-03
2.571637527757091e+01 1.976691479361027e-02 -6.208325957558159e-03
2.580756809770414e+01 1.912643095037001e-02 -7.822608768497535e-03
2.589876091783737e+01 1.834324383929285e-02 -9.336243559546506e-03
2.598995373797060e+01 1.742700385124883e-02 -1.073906355374527e-02
2.608114655810383e+01 1.638823698926431e-02 -1.202204097745847e-02
2.617233937823706e+01 1.523823870511296e-02 -1.317733559068980e-02
2.626353219837029e+01 1.398896380241655e-02 -1.419833240458893e-02
2.635472501850352e+01 1.265291339633266e-02 -1.507966851281746e-02
2.644591783863675e+01 1.124301992251096e-02 -1.581724905280424e-02
2.653711065876998e+01 9.772531182513785e-03 -1.640825240088674e-02
2.662830347890321e+01 8.254894399477993e-03 -1.685112479123637e-02
2.671949629903644e+01 6.703641236663100e-03 -1.714556463160526e-02
2.681068911916967e+01 5.132274702969913e-03 -1.729249686860456e-02
2.690188193930290e+01 3.554158833872305e-03 -1.729403783072500e-02
2.699307475943613e+01 1.982411993894376e-03 -1.715345104795795e-02
2.708426757956936e+01 4.298045982582402e-04 -1.687509461202544e-02
2.717546039970259e+01 -1.091338002847351e-03 -1.646436070029462e-02
2.726665321983582e+01 -2.569226793191753e-03 -1.592760793892279e-02
2.735784603996905e+01 -3.992693892166711e-03 -1.527208732622839e-02
2.744903886010228e+01 -5.351270336280007e-03 -1.450586247538168e-02
2.754023168023551e+01 -6.635256358242142e-03 -1.363772496603371e-02
2.763142450036874e+01 -7.835783754517026e-03 -1.267710561733487e-02
2.772261732050197e+01 -8.944870007045563e-03 -1.163398250992434e-02
2.781381014063520e+01 -9.955463900720439e-03 -1.051878659198590e-02
