# m=1, k=39.4784, p=2
# x0=2, v0=5
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
8.2600  6.473892871346805e-01  -1.458893259714961e+01  1.064184771620872e+02  8.272956829565114e+00
8.2700  5.004176399236652e-01  -1.479377456816404e+01  1.094278829868286e+02  4.943049525176138e+00
8.2800  3.517468444473292e-01  -1.492871667059964e+01  1.114332907155199e+02  2.442250240885538e+00
8.2900  2.020765330550720e-01  -1.499370532113065e+01  1.124055996284508e+02  8.060491151722877e-01
8.3000  5.210469262013109e-02  -1.498912174756170e+01  1.123368853816136e+02  5.358995810040859e-02
8.3100  -9.747663345642110e-02  -1.491577131231041e+01  1.112401169205711e+02  1.875559232221035e-01
8.3200  -2.459855171867566e-01  -1.477486901087404e+01  1.091483771442430e+02  1.194397311409853e+00
8.3300  -3.927541546956152e-01  -1.456802136536894e+01  1.061136232509229e+02  3.044887958971895e+00
8.3400  -5.371326769089690e-01  -1.429720497605512e+01  1.022050350636676e+02  5.694988989110828e+00
8.3500  -6.784927302908036e-01  -1.396474203279159e+01  9.750701002120813e+01  9.086991851230360e+00
8.3600  -8.162307988836247e-01  -1.357327312308363e+01  9.211687163691225e+01  1.315090671261780e+01
8.3700  -9.497712424287496e-01  -1.312572770331842e+01  8.614236387083028e+01  1.780605753933802e+01
8.3800  -1.078569029136656e+00  -1.262529262454460e+01  7.969900692769016e+01  2.296284170384860e+01
8.3900  -1.202112145692229e+00  -1.207537912341339e+01  7.290739048708392e+01  2.852460973850964e+01
8.4000  -1.319923671258391e+00  -1.147958870242080e+01  6.589047838837364e+01  3.438961992584225e+01
8.4100  -1.431563506526059e+00  -1.084167833121281e+01  5.877099451874471e+01  4.045302274500553e+01
8.4200  -1.536629753189230e+00  -1.016552540235915e+01  5.166895335300461e+01  4.660883170732593e+01
8.4300  -1.634759743541342e+00  -9.455092870677772e+00  4.469939059657082e+01  5.275183970485433e+01
8.4400  -1.725630724133758e+00  -8.714394994991860e+00  3.797034006436959e+01  5.877944352853182e+01
8.4500  -1.808960201551147e+00  -7.947464085302643e+00  3.158109269358769e+01  6.459334352719894e+01
8.4600  -1.884505962286135e+00  -7.158318637020436e+00  2.562076285455706e+01  7.010109029969978e+01
8.4700  -1.952065782383814e+00  -6.350933207448065e+00  2.016717630273329e+01  7.521745565478099e+01
8.4800  -2.011476845926671e+00  -5.529210358560719e+00  1.528608359460758e+01  7.986561065021827e+01
8.4900  -2.062614894497329e+00  -4.696954954746575e+00  1.103069292345920e+01  8.397809915091641e+01
8.5000  -2.105393132450588e+00  -3.857851065094428e+00  7.441507420225107e+00  8.749760085348767e+01
8.5100  -2.139760915113498e+00  -3.015441677620648e+00  4.546444255565813e+00  9.037748295577875e+01
8.5200  -2.165702248884508e+00  -2.173111388143560e+00  2.361206552639615e+00  9.258214446803112e+01
8.5300  -2.183234133598460e+00  -1.334072179998268e+00  8.898742907226653e-01  9.408716145549838e+01
8.5400  -2.192404778448527e+00  -5.013523631227729e-01  1.256770960043944e-01  9.487924518393497e+01
8.5500  -2.193291723200965e+00  3.222113070649055e-01  5.191006320023742e-02  9.495602814990697e+01
8.5600  -2.185999896403021e+00  1.133978358436469e+00  6.429534587011349e-01  9.432569528485544e+01
8.5700  -2.170659641774300e+00  1.931506252915112e+00  1.865358202525089e+00  9.300647921880152e+01
8.5800  -2.147424743000439e+00  2.712549078850692e+00  3.678961252586868e+00  9.102603939426508e+01
8.5900  -2.116470475734619e+00  3.475053447619603e+00  6.037998231906445e+00  8.842074507279156e+01
8.6000  -2.077991713783193e+00  4.217151797144251e+00  8.892184640078495e+00  8.523488193336274e+01
8.6100  -2.032201114238712e+00  4.937153341628300e+00  1.218774155937575e+01  8.151980109690264e+01
8.6200  -1.979327403764050e+00  5.633532939399122e+00  1.586834668964745e+01  7.733302810833487e+01
8.6300  -1.919613785367978e+00  6.304918178874259e+00  1.987599662114955e+01  7.273734775903283e+01
8.6400  -1.853316481891801e+00  6.950075005926916e+00  2.415177129400501e+01  6.779987873368182e+01
8.6500  -1.780703429099215e+00  7.567892233991294e+00  2.863649643265287e+01  6.259115001259654e+01
8.6600  -1.702053127780325e+00  8.157365290873715e+00  3.327130424437561e+01  5.718418884668972e+01
8.6700  -1.617653660701367e+00  8.717579563251878e+00  3.799809672081340e+01  5.165362803533382e+01
8.6800  -1.527801876610432e+00  9.247693701167012e+00  4.275991939530202e+01  4.607483825719946e+01
8.6900  -1.432802739903611e+00  9.746923240440777e+00  4.750125632752227e+01  4.052308940097036e+01
8.7000  -1.332968841021953e+00  1.021452489096283e+01  5.216825937404964e+01  3.507274327563142e+01
8.7100  -1.228620059242907e+00  1.064978182336109e+01  5.670892644259614e+01  2.979647879564023e+01
8.7200  -1.120083366303747e+00  1.105199026592997e+01  6.107324441910540e+01  2.476454976876320e+01
8.7300  -1.007692756299429e+00  1.142044769817390e+01  6.521331281336275e+01  2.004407478465402e+01
8.7400  -8.917892845801881e-01  1.175444289731734e+01  6.908346391314699e+01  1.569835841830270e+01
8.7500  -7.727211959777476e-01  1.205324806009803e+01  7.264039439912850e+01  1.178624301944651e+01
8.7600  -6.508441206508236e-01  1.231611318461580e+01  7.584332198813352e+01  8.361490739804987e+00
8.7700  -5.265213141931334e-01  1.254226285652501e+01  7.865417878108347e+01  5.472196125901238e+00
8.7800  -4.001239174166021e-01  1.273089554104928e+01  8.103785063855427e+01  3.160230536862959e+00
8.7900  -2.720312104289974e-01  1.288118543780918e+01  8.296246914161362e+01  1.460720784879257e+00
8.8000  -1.426308352822157e-01  1.299228690996222e+01  8.439975957538778e+01  4.015656833444617e-01
8.8100  -1.231896158152146e-02  1.306334145334627e+01  8.532544496335753e+01  2.995559447522858e-03
8.8200  1.184996299831183e-01  1.309348712588725e+01  8.571970255788752e+01  2.771811737949008e-01
8.8300  2.494115702020756e-01  1.308187031316720e+01  8.556766544526259e+01  1.227899815506530e+00
8.8400  3.799950525700621e-01  1.302765966342429e+01  8.485995815300619e+01  2.850267531169804e+00
8.8500  5.098201338609495e-01  1.293006198501913e+01  8.359325146821841e+01  5.130547424465509e+00
8.8600  6.384492024867001e-01  1.278833986216760e+01  8.177081821515239e+01  8.046044657251272e+00
8.8700  7.654376304601889e-01  1.260183071108002e+01  7.940306863535980e+01  1.156509912463534e+01
8.8800  8.903346218516479e-01  1.236996696907860e+01  7.650804140804776e+01  1.564718670610720e+01
8.8900  1.012684267425148e+00  1.209229708425098e+01  7.311182438689235e+01  2.024313946253355e+01
8.9000  1.132026811712496e+00  1.176850695313094e+01  6.924887795294566e+01  2.529549411818126e+01
8.9100  1.247900135178365e+00  1.139844143910012e+01  6.496223362029744e+01  3.073897661668201e+01
8.9200  1.359841450406302e+00  1.098212559492331e+01  6.030354129133488e+01  3.650112846629691e+01
8.9300  1.467389207446627e+00  1.051978520922959e+01  5.533294042416285e+01  4.250307800847871e+01
8.9400  1.570085199671343e+00  1.001186629891525e+01  5.011873339367747e+01  4.866045669045880e+01
8.9500  1.667476857735804e+00  9.459053177370686e+00  4.473684350616323e+01  5.488445695422430e+01
8.9600  1.759119715609237e+00  8.862284742037041e+00  3.927004542447127e+01  6.108302454832484e+01
8.9700  1.844580029162346e+00  8.222768643910456e+00  3.380696208563850e+01  6.716217402266533e+01
8.9800  1.923437524544001e+00  7.541993025983546e+00  2.844082940199222e+01  7.302741199478142e+01
8.9900  1.995288250591487e+00  6.821735546918219e+00  2.326803793604381e+01  7.858524860905538e+01
9.0000  2.059747506847301e+00  6.064069440082482e+00  1.838646908707113e+01  8.374477358929884e+01
9.0100  2.116452816443205e+00  5.271366395989883e+00  1.389365184038568e+01  8.841926955852574e+01
9.0200  2.165066911197104e+00  4.446296097627618e+00  9.884774493889294e+00  9.252783201798007e+01
9.0300  2.205280694783049e+00  3.591822282568361e+00  6.450593654777296e+00  9.599696268748799e+01
9.0400  2.236816148805642e+00  2.711195252507734e+00  3.675289848610237e+00  9.876210094859213e+01
9.0500  2.259429146057561e+00  1.807940799294292e+00  1.634324966876441e+00  1.007690570231599e+02
9.0600  2.272912135176150e+00  8.858455659360214e-01  3.923611833442550e-01  1.019753103648564e+02
9.0700  2.277096661348425e+00  -5.106108922576952e-02  1.303617416460998e-03  1.023511376145725e+02
9.0800  2.271855688642859e+00  -9.985286076963373e-01  4.985296901939930e-01  1.018805364184913e+02
9.0900  2.257105690963137e+00  -1.952109959718263e+00  1.905366647415620e+00  1.005619144395664e+02
9.1000  2.232808480509043e+00  -2.907189374880984e+00  4.225875030710442e+00  9.840851698360743e+01
9.1100  2.198972744971235e+00  -3.859012818589783e+00  7.445989967020131e+00  9.544857174577635e+01
9.1200  2.155655267451870e+00  -4.802720917783396e+00  1.153306410705709e+01  9.172513516021093e+01
9.1300  2.102961806257678e+00  -5.733384002244603e+00  1.643584605859717e+01  8.729563156683460e+01
9.1400  2.041047615216416e+00  -6.646038895050125e+00  2.208491649725954e+01  8.223108372452687e+01
9.1500  1.970117588976608e+00  -7.535727057635910e+00  2.839359114359299e+01  7.661504089995940e+01
9.1600  1.890426021814793e+00  -8.397533672026697e+00  3.525928588641109e+01  7.054221862566560e+01
9.1700  1.802275972740955e+00  -9.226627225337886e+00  4.256532497767315e+01  6.411687201336781e+01
9.1800  1.706018234105002e+00  -1.001829914996987e+01  5.018315892914351e+01  5.745093198620267e+01
9.1900  1.602049905406743e+00  -1.076800306716550e+01  5.797494502724277e+01  5.066194071466213e+01
9.2000  1.490812578538685e+00  -1.147139318189286e+01  6.579643076678904e+01  4.387082867437930e+01
9.2100  1.372790145184642e+00  -1.212436138336506e+01  7.350006947721690e+01  3.719958087675943e+01
9.2200  1.248506241497293e+00  -1.272307261784754e+01  8.093828841951095e+01  3.076884377032393e+01
9.2300  1.118521349425176e+00  -1.326399811858031e+01  8.796682304485097e+01  2.469552692033770e+01
9.2400  9.834295780970371e-01  -1.374394610141997e+01  9.444802721936853e+01  1.909045473629845e+01
9.2500  8.438551524442911e-01  -1.416008956387320e+01  1.002540682284554e+02  1.405612316611795e+01
9.2600  7.004486396997411e-01  -1.450999085915771e+01  1.052699173664201e+02  9.684614395921946e+00
9.2700  5.538829475057868e-01  -1.479162275533250e+01  1.093960518680350e+02  6.055719219006544e+00
9.2800  4.048491300563498e-01  -1.500338573186487e+01  1.125507917095631e+02  3.235311949887156e+00
9.2900  2.540520409472579e-01  -1.514412131167048e+01  1.146722051512960e+02  1.274016690079363e+00
9.3000  1.022058731895133e-01  -1.521312127505199e+01  1.157195294647198e+02  2.061965748703693e-01
9.3100  -4.997037187518672e-02  -1.521013265240902e+01  1.156740676519396e+02  4.928955575882252e-02
9.3200  -2.017574442442645e-01  -1.513535844440671e+01  1.145395376203368e+02  8.035055423684997e-01
9.3300  -3.524403907459830e-01  -1.498945407076180e+01  1.123418666697387e+02  2.451890603008656e+00
9.3400  -5.013130438636304e-01  -1.477351960121464e+01  1.091284407037366e+02  4.960754679593075e+00
9.3500  -6.476824121975059e-01  -1.448908787388483e+01  1.049668337085782e+02  8.280450188003766e+00
9.3600  -7.908729321742567e-01  -1.413810865635005e+01  9.994305818938014e+01  1.234648021984902e+01
9.3700  -9.302305424084524e-01  -1.372292905275705e+01  9.415939089350174e+01  1.708090709015246e+01
9.3800  -1.065126544382693e+00  -1.324627040541522e+01  8.773183982668954e+01  2.239402491690910e+01
9.3900  -1.194961215808671e+00  -1.271120198102340e+01  8.078732790118659e+01  2.818625396891367e+01
9.4000  -1.319167146125123e+00  -1.212111176937307e+01  7.346067526281723e+01  3.435020983487102e+01
9.4100  -1.437212267036917e+00  -1.147967475554868e+01  6.589146624659080e+01  4.077289716260831e+01
9.4200  -1.548602554755063e+00  -1.079081905486310e+01  5.822088793739826e+01  4.733797585822548e+01
9.4300  -1.652884384608873e+00  -1.005869032265069e+01  5.058862550349333e+01  5.392804723892420e+01
9.4400  -1.749646522913737e+00  -9.287614868292414e+00  4.312989497086316e+01  6.042690866996464e+01
9.4500  -1.838521745333706e+00  -8.482061914250252e+00  3.597268715858733e+01  6.672172761022647e+01
9.4600  -1.919188075417946e+00  -7.646605446305028e+00  2.923528742573086e+01  7.270508962525291e+01
9.4700  -1.991369641453991e+00  -6.785886100572775e+00  2.302412508497339e+01  7.827687964844429e+01
9.4800  -2.054837154208364e+00  -5.904573526253992e+00  1.743199426346975e+01  8.334596139776612e+01
9.4900  -2.109408012456950e+00  -5.007329650567120e+00  1.253667511472432e+01  8.783162618243006e+01
9.5000  -2.154946047385779e+00  -4.098773254134365e+00  8.399971094403604e+00  9.166478914293198e+01
9.5100  -2.191360920911969e+00  -3.183446241506633e+00  5.067164986281355e+00  9.478891803418641e+01
9.5200  -2.218607196682406e+00  -2.265781962892804e+00  2.566883951685184e+00  9.716068676312186e+01
9.5300  -2.236683105905836e+00  -1.350075909925109e+00  9.113524812800561e-01  9.875035281672609e+01
9.5400  -2.245629033218841e+00  -4.404590709398137e-01  9.700209658658193e-02  9.954186426871144e+01
9.5500  -2.245525750439076e+00  4.591258096694639e-01  1.053982545523204e-01  9.953270806003448e+01
9.5600  -2.236492428287448e+00  1.344944867360419e+00  9.044383481195675e-01  9.873351656537514e+01
9.5700  -2.218684457938179e+00  2.213490494169840e+00  2.449770083890121e+00  9.716745397039571e+01
9.5800  -2.192291115561740e+00  3.061495349699570e+00  4.686376888116045e+00  9.486940761246017e+01
9.5900  -2.157533103847586e+00  3.885942948648530e+00  7.550276300075614e+00  9.188501213389097e+01
9.6000  -2.114660004825088e+00  4.684074816290026e+00  1.097027844230122e+01  8.826953604869404e+01
9.6100  -2.063947678143028e+00  5.453394251961562e+00  1.486975443366370e+01  8.408666114974153e+01
9.6200  -2.005695638328544e+00  6.191666788161829e+00  1.916836880781311e+01  7.940718513140590e+01
9.6300  -1.940224443440082e+00  6.896917478557833e+00  2.378373535301827e+01  7.430767694564049e+01
9.6400  -1.867873125977368e+00  7.567425191443996e+00  2.863296201405060e+01  6.886911284148447e+01
9.6500  -1.788996694942449e+00  8.201714125351957e+00  3.363405729699891e+01  6.317551886904036e+01
9.6600  -1.703963735592985e+00  8.798542800018767e+00  3.870717770188104e+01  5.731264298027316e+01
9.6700  -1.613154130731545e+00  9.356890808270542e+00  4.377570279894888e+01  5.136667685766893e+01
9.6800  -1.516956924376358e+00  9.875943642118829e+00  4.876713141115366e+01  4.542304437611846e+01
9.6900  -1.415768345407928e+00  1.035507592911674e+01  5.361379874888648e+01  3.956527027821949e+01
9.7000  -1.309990005333720e+00  1.079383343247338e+01  5.825342008399008e+01  3.387393933596263e+01
9.7100  -1.200027280713780e+00  1.119191418034874e+01  6.262947151014558e+01  2.842575308912141e+01
9.7200  -1.086287887099988e+00  1.154914909599876e+01  6.669142242080443e+01  2.329268828571157e+01
9.7300  -9.691806476175510e-01  1.186548250094652e+01  7.039483749013402e+01  1.854125848020350e+01
9.7400  -8.491144556170057e-01  1.214095285813922e+01  7.370136815177949e+01  1.423187793152647e+01
9.7500  -7.264974272048914e-01  1.237567411121543e+01  7.657865485350386e+01  1.041832502862278e+01
9.7600  -6.017362359769786e-01  1.256981795973681e+01  7.900016177046109e+01  7.147300982307941e+00
9.7700  -4.752356189823914e-01  1.272359738879904e+01  8.094496525612686e+01  4.458078467516128e+00
9.7800  -3.473980398903117e-01  1.283725174516574e+01  8.239751618438044e+01  2.382234272857455e+00
9.7900  -2.186234925594680e-01  1.291103362137992e+01  8.334739458620135e+01  9.434597935140540e-01
9.8000  -8.930942576617021e-02  1.294519777467152e+01  8.378907271268027e+01  1.574433547645641e-01
9.8100  4.014923223390455e-02  1.293999226943190e+01  8.372169996647868e+01  3.181883177879558e-02
9.8200  1.693599723203834e-01  1.289565199114662e+01  8.314892013838190e+01  5.661757826598408e-01
9.8300  2.979325505745878e-01  1.281239463659081e+01  8.207872816187044e+01  1.752127274888816e+00
9.8400  4.254788068987579e-01  1.269041924045132e+01  8.052337024920850e+01  3.573432694174428e+00
9.8500  5.516124816637359e-01  1.252990725302470e+01  7.849928788470055e+01  6.006174009994122e+00
9.8600  6.759490557785897e-01  1.233102613793994e+01  7.602710280727904e+01  9.018985163474641e+00
9.8700  7.981056390384744e-01  1.209393541366283e+01  7.313163689492393e+01  1.257333537108124e+01
9.8800  9.177009306233302e-01  1.181879501854004e+01  6.984195784513344e+01  1.662386813481752e+01
9.8900  1.034355274205081e+00  1.150577583700317e+01  6.619143880568296e+01  2.111879855356936e+01
9.9000  1.147690828296682e+00  1.115507218491655e+01  6.221781772534943e+01  2.600037208420301e+01
9.9100  1.257331870270704e+00  1.076691601552191e+01  5.796324024265111e+01  3.120538815612182e+01
9.9200  1.362905249922101e+00  1.034159257456539e+01  5.347426848915300e+01  3.666579195960067e+01
9.9300  1.464041005588449e+00  9.879457204493711e+00  4.880183732771135e+01  4.230933727759560e+01
9.9400  1.560373152715401e+00  9.380952973519735e+00  4.400113934569438e+01  4.806032239634471e+01
9.9500  1.651540651413334e+00  8.846628786259483e+00  3.913142044093747e+01  5.384039990885058e+01
9.9600  1.737188556044580e+00  8.277157618836357e+00  3.425566912353037e+01  5.956945962860293e+01
9.9700  1.816969346263544e+00  7.673354513059477e+00  2.944018474154512e+01  6.516658188509096e+01
9.9800  1.890544435260145e+00  7.036193961656408e+00  2.475401273302505e+01  7.055105621959221e+01
9.9900  1.957585847287533e+00  6.366826319638178e+00  2.026823869221871e+01  7.564345799646105e+01
10.0000  2.017778052945138e+00  5.666592885674045e+00  1.605513746598585e+01  8.036677276331771e+01
10.0100  2.070819947194194e+00  4.937039311748839e+00  1.218717858287672e+01  8.464755541812423e+01
10.0200  2.116426951760276e+00  4.179927019178787e+00  8.735894942830429e+00  8.841710846863025e+01
10.0300  2.154333220478672e+00  3.397242324004172e+00  5.770627704002635e+00  9.161266100564322e+01
10.0400  2.184293923313470e+00  2.591203004515137e+00  3.357166505304136e+00  9.417852756766450e+01
10.0500  2.206087582275931e+00  1.764262077785254e+00  1.556310339555570e+00  9.606722396477069e+01
10.0600  2.219518430323514e+00  9.191085901061377e-01  4.223803002034461e-01  9.724051546684225e+01
10.0700  2.224418762574212e+00  5.866526759667835e-02  1.720806811094940e-03  9.767037165216483e+01
10.0800  2.220651247852281e+00  -8.139170825862690e-01  3.312305086628717e-01  9.733980175350651e+01
10.0900  2.208111167715698e+00  -1.695268483713964e+00  1.436967615936921e+00  9.624354461160117e+01
10.1000  2.186728549720795e+00  -2.581812029134242e+00  3.332876676891137e+00  9.438858841293496e+01
10.1100  2.156470161766921e+00  -3.469779417045336e+00  6.019684601475737e+00  9.179449728907159e+01
10.1200  2.117341334938041e+00  -4.355229698686551e+00  9.484012864160672e+00  8.849352460118509e+01
10.1300  2.069387583316207e+00  -5.234071110201683e+00  1.369775019332394e+01  8.453049630963599e+01
10.1400  2.012695990774324e+00  -6.102085811709396e+00  1.861772562673256e+01  7.996245218727036e+01
10.1500  1.947396336745822e+00  -6.954957312388336e+00  2.418571560857199e+01  7.485803769837500e+01
10.1600  1.873661935393646e+00  -7.788300318308460e+00  3.032881092408183e+01  6.929664502411383e+01
10.1700  1.791710165430646e+00  -8.597692700932457e+00  3.696015988983363e+01  6.336730783247775e+01
10.1800  1.701802671042494e+00  -9.378709249246212e+00  4.398009359094822e+01  5.716736080365327e+01
10.1900  1.604245217891482e+00  -1.012695683787551e+01  5.127762739809678e+01  5.080088144671636e+01
10.2000  1.499387191989088e+00  -1.083811061776707e+01  5.873232088147763e+01  4.437693818179027e+01
10.2100  1.387620733266723e+00  -1.150795081544793e+01  6.621646598538433e+01  3.800767480547076e+01
10.2200  1.269379499893807e+00  -1.213239971184694e+01  7.359756138401190e+01  3.180626709689066e+01
10.2300  1.145137063733655e+00  -1.270755836240650e+01  8.074101976698367e+01  2.588479225362275e+01
10.2400  1.015404941731957e+00  -1.322974261689132e+01  8.751304485459515e+01  2.035205588069837e+01
10.2500  8.807302724401808e-01  -1.369551799998960e+01  9.378360664401963e+01  1.531142422359995e+01
10.2600  7.416931512267362e-01  -1.410173302249049e+01  9.942943711879941e+01  1.085871109675389e+01
10.2700  5.989036419628687e-01  -1.444555050741602e+01  1.043369647311537e+02  7.080169407071725e+00
10.2800  4.529984870294673e-01  -1.472447653580753e+01  1.084051046267732e+02  4.050636241585299e+00
10.2900  3.046375413194983e-01  -1.493638664265523e+01  1.115478229694448e+02  1.831878157065078e+00
10.3000  1.544999594553911e-01  -1.507954892437877e+01  1.136963978813665e+02  4.711796016118224e-01
10.3100  3.280168652181290e-03  -1.515264375490427e+01  1.148013063815196e+02  2.123841431764894e-04
10.3200  -1.483163375093179e-01  -1.515477984726316e+01  1.148336761095068e+02  4.342179035300175e-01
10.3300  -2.995773467193595e-01  -1.508550644121996e+01  1.137862522940445e+02  1.771526613510860e+00
10.3400  -4.497883773423744e-01  -1.494482144413001e+01  1.116738439984641e+02  3.993431129001333e+00
10.3500  -5.982371884586691e-01  -1.473317540139714e+01  1.085332287041669e+02  7.064420702353249e+00
10.3600  -7.442183084343799e-01  -1.445147122387466e+01  1.044225102672387e+02  1.093277576709033e+01
10.3700  -8.870375394425530e-01  -1.410105965163209e+01  9.941994164944320e+01  1.553151212993754e+01
10.3800  -1.026016395414787e+00  -1.368373048598260e+01  9.362224000650474e+01  2.077965546427097e+01
10.3900  -1.160496431483113e+00  -1.320169967381081e+01  8.714243713874822e+01  2.658381829093218e+01
10.4000  -1.289843424068854e+00  -1.265759237934306e+01  8.010732242080169e+01  3.284004388433690e+01
10.4100  -1.413451362375187e+00  -1.205442222786049e+01  7.265454762376851e+01  3.943587474960089e+01
10.4200  -1.530746214122065e+00  -1.139556695279295e+01  6.492947308779341e+01  4.625259768619441e+01
10.4300  -1.641189430898765e+00  -1.068474072150508e+01  5.708184214289442e+01  5.316761315386595e+01
10.4400  -1.744281161466742e+00  -9.925963455295651e+00  4.926237525793239e+01  6.005687381205105e+01
10.4500  -1.839563144684411e+00  -9.123527495128542e+00  4.161937697718324e+01  6.679733579162760e+01
10.4600  -1.926621257401243e+00  -8.281961995909077e+00  3.429544725084113e+01  7.326936650430754e+01
10.4700  -2.005087696631960e+00  -7.405995458290691e+00  2.742438436411117e+01  7.935905457592611e+01
10.4800  -2.074642779519671e+00  -6.500516827692420e+00  2.112835951355616e+01  8.496037073168560e+01
10.4900  -2.135016348973180e+00  -5.570535605154449e+00  1.551543346414672e+01  8.997713304403308e+01
10.5000  -2.185988777360004e+00  -4.621141423664083e+00  1.067747402875206e+01  9.432473571592062e+01
10.5100  -2.227391565192834e+00  -3.657463546539065e+00  6.688519797131059e+00  9.793160731728915e+01
10.5200  -2.259107536302450e+00  -2.684630741335285e+00  3.603621108661221e+00  1.007403718968392e+02
10.5300  -2.281070635484102e+00  -1.707731973613404e+00  1.458174246850766e+00  1.027086944115330e+02
10.5400  -2.293265338977499e+00  -7.317783498996197e-01  2.677497766909051e-01  1.038098001997293e+02
10.5500  -2.295725692335330e+00  2.383332814618056e-01  2.840137652617613e-02  1.040326665162699e+02
10.5600  -2.288533994196616e+00  1.197854688835100e+00  7.174279277821177e-01  1.033818922029458e+02
10.5700  -2.271819148157903e+00  2.142218223387054e+00  2.294549458305793e+00  1.018772591555133e+02
10.5800  -2.245754708279831e+00  3.067066076352793e+00  4.703447158357060e+00  9.955300616234813e+01
10.5900  -2.210556646736710e+00  3.968276550478032e+00  7.873609390536912e+00  9.645684175347442e+01
10.6000  -2.166480874675152e+00  4.841987111459608e+00  1.172241959377048e+01  9.264872777052598e+01
10.6100  -2.113820549463602e+00  5.684614030824202e+00  1.615741833972169e+01  8.819946934507622e+01
10.6200  -2.052903203162877e+00  6.492868479450974e+00  2.107867054572400e+01  8.318914979187788e+01
10.6300  -1.984087728210539e+00  7.263768980175393e+00  2.638116989867914e+01  7.770545056267426e+01
10.6400  -1.907761256977919e+00  7.994650177907793e+00  3.195721573356056e+01  7.184189688256183e+01
10.6500  -1.824335972023762e+00  8.683167935751563e+00  3.769870270023203e+01  6.569606905833993e+01
10.6600  -1.734245883535790e+00  9.327300815003866e+00  4.349927024678590e+01  5.936781779371324e+01
10.6700  -1.637943609631013e+00  9.925348044969608e+00  4.925626690689101e+01  5.295751928444746e+01
10.6800  -1.535897193894200e+00  1.047592413454148e+01  5.487249323633434e+01  4.656440253479947e+01
10.6900  -1.428586992795207e+00  1.097795032085115e+01  6.025769662353790e+01  4.028497738810199e+01
10.7000  -1.316502663469393e+00  1.143064309037488e+01  6.532980072976754e+01  3.421158736242366e+01
10.7100  -1.200140279806904e+00  1.183350004412629e+01  7.001586164716845e+01  2.843110669333197e+01
10.7200  -1.079999601916862e+00  1.218628341049054e+01  7.425275168039842e+01  2.302379617391663e+01
10.7300  -9.565815208570098e-01  1.248900153641518e+01  7.798757968829035e+01  1.806232760318348e+01
10.7400  -8.303856970976464e-01  1.274188870970689e+01  8.117786394527801e+01  1.361098205047448e+01
10.7500  -7.019084075734839e-01  1.294538368180292e+01  8.379147933454466e+01  9.725022841452004e+00
10.7600  -5.716406124236358e-01  1.310010727138056e+01  8.580640526083889e+01  6.450240276023088e+00
10.7700  -4.400662486852878e-01  1.320683943440977e+01  8.721030392314051e+01  3.822661683770936e+00
10.7800  -3.076607543484932e-01  1.326649618569917e+01  8.799996052258528e+01  1.868417568046087e+00
10.7900  -1.748898223558327e-01  1.328010675067475e+01  8.818061765465849e+01  6.037523223499720e-01
10.8000  -4.220838039837592e-02  1.324879131418774e+01  8.776523564344819e+01  3.516633564295576e-02
10.8100  8.994021122614541e-02  1.317373971577871e+01  8.677370904954265e+01  1.596752289029420e-01
10.8200  2.211247548129111e-01  1.305619141831431e+01  8.523206717583211e+01  9.651714564186844e-01
10.8300  3.509266177638006e-01  1.289741704961909e+01  8.317168327590262e+01  2.430873517819461e+00
10.8400  4.789399595132801e-01  1.269870178507647e+01  8.062851351315217e+01  4.527848502605388e+00
10.8500  6.047718024694499e-01  1.246133080366016e+01  7.764238269912482e+01  7.219594558887814e+00
10.8600  7.280419687063014e-01  1.218657701102726e+01  7.425632962284899e+01  1.046267106528874e+01
10.8700  8.483829058737825e-01  1.187569118175023e+01  7.051602052215014e+01  1.420736570783781e+01
10.8800  9.654394270962966e-01  1.152989462912101e+01  6.646923507931677e+01  1.839838923876432e+01
10.8900  1.078868390490135e+00  1.115037446588744e+01  6.216542536475733e+01  2.297559033869017e+01
10.9000  1.188338344335187e+00  1.073828147346545e+01  5.765534450168565e+01  2.787468463854815e+01
10.9100  1.293529163882123e+00  1.029473055129949e+01  5.299073856192956e+01  3.302799350864309e+01
10.9200  1.394131705265971e+00  9.820803672814247e+00  4.822409238998090e+01  3.836518962290637e+01
10.9300  1.489847501040568e+00  9.317555230493079e+00  4.340841773664447e+01  4.381404749853969e+01
10.9400  1.580388520462127e+00  8.786019610696837e+00  3.859707029977470e+01  4.930119814677766e+01
10.9500  1.665477015857401e+00  8.227220799532612e+00  3.384358104213101e+01  5.475288761214617e+01
10.9600  1.744845474241603e+00  7.642183784989963e+00  2.920148650178176e+01  6.009573949961720e+01
10.9700  1.818236690838432e+00  7.031947488228232e+00  2.472414273859967e+01  6.525752157774166e+01
10.9800  1.885403978339215e+00  6.397578928813383e+00  2.046450807519849e+01  7.016791619974643e+01
10.9900  1.946111522665072e+00  5.740188305294665e+00  1.647488089012082e+01  7.475929361463150e+01
11.0000  2.000134892713730e+00  5.060944654138840e+00  1.280658039612825e+01  7.896748626965922e+01
11.0100  2.047261708132978e+00  4.361091736987987e+00  9.509560569212450e+00  8.273256096933714e+01
11.0200  2.087292465620139e+00  3.641963798682094e+00  6.631950155455454e+00  8.599958430043610e+01
11.0300  2.120041520657244e+00  2.905000836614913e+00  4.219514930366673e+00  8.871937511461500e+01
